id_prod,PN,Description
6253,1000860-05,>CS-2584-6000ACT-328TB-SDA (CES3)
6254,1000861-01,Eval CS-2584-6000ACT-492TB-SDA
6255,1000861-02,Eval CS-2584-6000ACT-492TB-SDA
6256,1000861-03,CS-2584-6000ACT-492TB-SDA
6257,1000861-04,CS-2584-6000ACT-492TB-SDA
6258,1000935-01,XCSP SSI 200GB 1000934
6259,1000937-01,XCSP SSI 200GB 1000936
6260,1000939-01,XCSP SSI 200GB 1000938
6261,1000941-01,XCSP SSI 400GB 1000940
6262,1000946-01,XCSP SSI 400GB 1000945
6263,1000948-01,XCSP SSI 400GB 1000947
6264,1000956-01,SP-BAT01-6C-FRU-TSH
6265,1001079-01,XCSP CONTROLLER TL TSH C2 FRU 1001078
6266,1001081-01,XCSP CONTROLLER TL TSH C3 FRU 1001080
6267,1001083-01,XCSP CONTROLLER TL TSH C4 FRU 1001082
6268,1001085-01,XCSP CONTROLLER TL TSH C5 FRU 1001084
6269,1001192-01,XCSP Controller EBOD FRU DG 1001191
6270,1001200-01,>EB-2425PC-E6-2EBD-2P580-23.0TB-M500-PSI
6271,1001201-01,>EB-2425PC-E6-2EBD-2P580-21.3TB-M500-PSI
6272,1001203-01,AP-2584-SBB2-02-AVD (HT)
6273,1001207-01,>EB-2425PC-E6-2EBD-2P580-46.0TB-M500-PSI
6274,1001208-01,>EB-2425PC-E6-2EBD-2P580-42.4TB-M500-PSI
6275,1001259-01,PN not required
6276,1001278-01,HB-2435-E6-X-FRU-DG
6277,1001278-02,HB-2435-E6-X-FRU-DG
6278,1001279-01,HB-SBB2-E601-FRU-DG
6279,1001280-01,HB-PCM01-580-AC-FRU-DG
6280,1001306-01,AP-RACK-KIT-FRU-DELL
6281,1001306-02,AP-RACK-KIT-FRU-DELL
6282,1001306-03,AP-RACK-KIT-FRU-DELL
6283,1001307-01,AP-CAB-4M-RS232-FRU-DELL
6284,1001307-02,AP-CAB-4M-RS232-FRU-DELL
6285,1001307-03,AP-CAB-4M-RS232-FRU-DELL
6286,1001342-01,CSP-HS-1235E-23H1-8-0-1001341-01-IBM
6287,1001342-02,CSP-HS-1235E-23H1-8-0-1001341-02-IBM
6288,1001373-01,EB-2425PC-E6-X-FRU-KAM
6289,1001374-01,HB-SBB2-E601-FRU-KAM
6290,1001375-01,HB-PCM01-580-AC-FRU-KAM
6291,1001433-02,No longer required
6292,1001435-02,No longer required
6293,1001437-02,No longer required
6294,1001456-01,HB-1235-E6-1EBD-2P580HE-24TB-UTC
6295,1001649-01,CP-CNGW-JFF-2680-128G-10Ge-FRU
6296,1001649-02,not required use on next ec
6297,1001655-01,>CP-2584-FASCIA-FRU
6298,1001657-01,CP-PSU-250W-FRU
6299,1001659-01,UD-4T72-SAS-CES3-FRU
6300,1001660-01,CP-2584-E6-X-FRU
6301,1001683-01,CP-SRV-2680-128G-6SAS-L-120GS-1U-FRU
6302,1001684-01,CP-SRV-2680-128G-6SAS-120GS-2U-FRU
6303,1001687-01,XCSP METIS 6C TL FRU TSH 1001686
6304,1001689-01,>CP-SW-DCS-7050QX-32-R-FRU
6305,1001690-01,CS-2584-6000ACT-164TB (CES3)
6306,1001690-02,CS-2584-6000ACT-164TB (CES3)
6307,1001690-03,CS-2584-6000ACT-164TB (CES3)
6308,1001690-04,CS-2584-6000ACT-164TB (CES3)
6309,1001690-05,>CS-2584-6000ACT-164TB (CES3)
6310,1001691-01,CS-2584-6000ACT-246TB (CES3)
6311,1001691-02,CS-2584-6000ACT-246TB (CES3)
6312,1001691-03,CS-2584-6000ACT-246TB (CES3)
6313,1001691-04,CS-2584-6000ACT-246TB (CES3)
6314,1001691-05,>CS-2584-6000ACT-246TB (CES3)
6315,1001692-01,CS-2584-6000ACT-328TB (CES3)
6316,1001692-02,CS-2584-6000ACT-328TB (CES3)
6317,1001692-03,CS-2584-6000ACT-328TB (CES3)
6318,1001692-04,CS-2584-6000ACT-328TB (CES3)
6319,1001692-05,>CS-2584-6000ACT-328TB (CES3)
6320,1001693-01,CS-2584-ESU-164TB (CES3)
6321,1001693-02,CS-2584-ESU-164TB (CES3)
6322,1001693-03,>CS-2584-ESU-164TB (CES3)
6323,1001694-01,CS-2584-ESU-246TB (CES3)
6324,1001694-02,CS-2584-ESU-246TB (CES3)
6325,1001694-03,>CS-2584-ESU-246TB (CES3)
6326,1001695-01,CS-2584-ESU-328TB (CES3)
6327,1001695-02,CS-2584-ESU-328TB (CES3)
6328,1001695-03,CS-2584-ESU-328TB (CES3)
6329,1001792-01,XCSP SSDIC 200GB 1625 FRU PURE 1001791
6330,1001792-02,XCSP SSDIC 200GB 1625 FRU PURE 1001791
6331,1001845-01,AP-2212-1-8.4TB-PUL2-R06-MS (5020A)
6332,1001845-02,>AP-2212-1-8.4TB-R06-MS (5020)
6333,1001846-01,AP-2212-1-14.6TB-PUL2-R06-MS (7020A)
6334,1001846-02,>AP-2212-1-14.6TB-R06-MS (7020)
6335,1001847-01,AP-2212-1-28.2TB-PUL2-R06-MS (5520)
6336,1001847-02,>AP-2212-1-28.2TB-R06-MS (5520)
6337,1001848-01,AP+SP-2212-1-59TB-PUL2-R06-MS (7520)
6338,1001848-02,>AP+SP-2212-1-59TB-R06-MS (7520)
6339,1001849-01,CP-42U-50A-6-RACK-SG-DCO
6340,1001861-01,CP-480GSS-SAT6-600P-FRU
6341,1001885-01,CP-42U-50A-RACK-SG-DCO-SCSW
6342,1001913-01,ES-480GSS-SAT6-843TN-D6-FRU-PSI
6343,1001913-02,ES-480GSS-SAT6-843TN-D6-FRU-PSI
6344,1001915-01,EB-2425PC-E6-2EBD-2P580-10.5TB-843TN-PSI
6345,1001915-02,EB-2425PC-E6-2EBD-2P580-10TB-843TN-PSI
6346,1001917-01,EB-2425PC-E6-2EBD-2P580-11.5TB-843TN-PSI
6347,1001917-02,EB-2425PC-E6-2EBD-2P580-11TB-843TN-PSI
6348,1001921-01,XCSP SSDIC 480GB 843TN FRU PURE 1001920
6349,1001921-02,XCSP SSDIC 480GB 843TN FRU PURE 1001920
6350,1001921-03,XCSP SSDIC 480GB 843TN FRU PURE 1001920
6351,1001921-04,XCSP SSDIC 480GB 843TN FRU PURE 1001920
6352,1001955-01,>EVAL DDSU Carpo 2U24SFF - ClustorStor
6353,1001957-01,CS-ES-100GSS-SAS-GIBH-FRU
6354,1001957-02,CS-ES-100GSS-SAS-GIBH-FRU
6355,1001957-03,CS-ES-100GSS-SAS-GIBH-FRU
6356,1001974-01,>EVAL DDSU Carpo 2U24SFF - DELL
6357,1001975-01,>EVAL DDSU Carpo 2U12LFF - Evault
6358,1001977-01,UD-4T72-SAS-MRKP-FRU
6359,1001978-01,UD-4T72-SAS-MRKP-42PK-FRU
6360,1001982-01,SP-2584-E6-2EBD-2P2800-84PK-AMD (HT)
6361,1002002-01,SP-2584-G2-E6-2EBD-2P2800-TSH
6362,1002004-01,Eval SP-2584-G2-E6-DELL (HT2) QAR
6363,1002004-02,SP-2584-G2-E6-DELL (HT2) QAR
6364,1002009-01,Eval SP-2584-G2-TL-2P2800-SATA-DD
6365,1002009-02,Eval SP-2584-G2-TL2620-2P2800-DD
6366,1002009-03,SP-2584-G2-TL2620-2P2800-DD
6367,1002017-01,CP-42U-50A-RACK-EVA
6368,1002018-01,SP-2584-SDPLN-HS2-RH-DELL-FRU
6369,1002018-02,SP-2584-SDPLN-HS2-RH-DELL-FRU
6370,1002018-03,SP-2584-SDPLN-HS2-RH-DELL-FRU
6371,1002024-01,SP-2584-SDPLN-HS2-RH-FRU
6372,1002025-01,SP-2584-SDPLN-HS2-LH-FRU
6373,1002028-01,>CP-2584-G2-E6-2EBD-2P2800-2 (HT2)
6374,1002029-01,CP-2584-G2-E6-2EBD-2P2800-3 (HT2)
6375,1002030-01,SP-2584-G2-FAN-DELL-FRU
6376,1002030-02,SP-2584-G2-FAN-DELL-FRU
6377,1002031-01,SP-2584-G2-FAN-FRU
6378,1002032-01,RS-4835-SPC-KIT-FRU-DELL
6379,1002040-01,CS-RAMP1
6380,1002045-01,CSP-HS-1235T-E5645-24-1002044-01-IBM
6381,1002275-01,XCSP CS-UD-4T72-SAS-RE 1002274
6382,1002277-01,XCSP CS-UD-4T72-SAS-RE RTV 1002276
6383,1002279-01,XCSP CS-UD-4T72-SAS-RE 1002278
6384,1002281-01,XCSP CS-UD-4T72-SAS-RE 1002280
6385,1002283-01,XCSP CS-UD-4T72-SAS-RE RTV 1002282
6386,1002285-01,XCSP SSDIC 480GB 843TN FRU PURE 1002284
6387,1002285-02,XCSP SSDIC 480GB 843TN FRU PURE 1002284
6388,1002285-03,XCSP SSDIC 480GB 843TN FRU PURE 1002284
6389,1002285-04,XCSP SSDIC 480GB 843TN FRU PURE 1002284
6390,1002297-01,UD-4T72-SAS6-CES3F-DELL-FRU
6391,1002297-02,UD-4T72-SAS6-CES3F-DELL-FRU
6392,1002298-01,UD-4T72-SAS6-CES3F-42PK-DELL
6393,1002300-01,XCSP CS-ES-450G10-SAS-10K5 1002299
6394,1002302-01,XCSP CS-ES-450G10-SAS-10K5 RTV 1002301
6395,1002304-01,XCSP CS-ES-450G10-SAS-10K5 1002303
6396,1002391-01,>UD-4T72-SAS6-MRKP-DELL-FRU
6397,1002392-01,>UD-4T72-SAS6-MRKP-42PK-DELL
6398,1002428-01,XCSP CS-ES-600G10-SAS-10K5 1002427
6399,1002430-01,XCSP CS-ES-600G10-SAS-10K5 RTV 1002429
6400,1002432-01,XCSP CS-ES-600G10-SAS-10K5 1002431
6401,1002462-01,XCSP CS-ES-450G10-SAS-10K6 1002461
6402,1002464-01,XCSP CS-ES-450G10-SAS-10K6 RTV 1002463
6403,1002484-01,CS-SW-ETH1-10G-FAN-FRU
6404,1002486-01,XCSP CS-ES-600G10-SAS-10K6 1002486
6405,1002488-01,XCSP CS-ES-600G10-SAS-10K6 RTV 1002488
6406,1002528-01,XCSP CS-UD-100GSS-SAS-RPSB 1002527
6407,1002530-01,XCSP CS-UD-100GSS-SAS-RPSB RTV 1002529
6408,1002532-01,XCSP CS-UD-100GSS-SAS-RPSB 1002531
6409,1002534-01,XCSP CS-UD-100GSS-SAS-RPSB RTV 1002533
6410,1002579-01,XCSP CS-UD-100GSS-SAS-RPS 1002578
6411,1002581-01,XCSP CS-UD-100GSS-SAS-RPS RTV 1002580
6412,1002583-01,XCSP CS-UD-100GSS-SAS-RPS 1002582
6413,1002585-01,XCSP CS-UD-100GSS-SAS-RPS RTV 1002584
6414,1002587-01,XCSP CS-UD-100GSS-SAS-RPS 1002586
6415,1002589-01,XCSP CS-UD-100GSS-SAS-RPS 1002588
6416,1002591-01,XCSP CS-UD-100GSS-SAS-RPS RTV 1002590
6417,1002608-01,XCSP CS-UD-3T72-SAS-CES2 1002607
6418,1002610-01,XCSP CS-UD-3T72-SAS-CES2 RTV 1002609
6419,1002612-01,XCSP CS-UD-3T72-SAS-CES2 1002611
6420,1002614-01,XCSP CS-UD-3T72-SAS-CES2 RTV 1002613
6421,1002616-01,XCSP CS-UD-3T72-SAS-CES2 1002615
6422,1002618-01,XCSP CS-UD-3T72-SAS-CES2 1002617
6423,1002620-01,XCSP CS-UD-3T72-SAS-CES2 RTV 1002619
6424,1002622-01,XCSP CS-ES-600G10-SAS-T10-10K6 1002621
6425,1002624-01,XCSP CS-ES-600G10-SAS-T10-10K6 1002623
6426,1002630-01,>EVAL DDSU Carpo 2U24SFF - EVAULT
6427,1002633-01,XCSP CS-UD-300G15-SAS-15K3 1002632
6428,1002635-01,XCSP CS-UD-300G15-SAS-15K3 RTV 1002634
6429,1002637-01,XCSP CS-UD-300G15-SAS-15K3 1002636
6430,1002639-01,XCSP CS-UD-300G15-SAS-15K3 RTV 1002638
6431,1002641-01,XCSP CS-UD-300G15-SAS-15K3 1002640
6432,1002643-01,XCSP CS-UD-300G15-SAS-15K3 1002642
6433,1002645-01,XCSP CS-UD-300G15-SAS-15K3 1002644
6434,1002647-01,XCSP CS-UD-300G15-SAS-15K3 RTV 1002646
6435,1002659-01,SP-2584-G2-FAN-FRU (HT)
6436,1002666-01,CP-2584-G2-E6-2EBD-2P2800-CES3-336TB
6437,1002666-02,CP-2584-G2-E6-SAS-2EBD-84-336N
6438,1002667-01,CP-2584-G2-E6-1EBD-SATA-336
6439,1002667-02,CP-2584-G2-E6-1EBD-SATA-336
6440,1002668-01,CP-2584-G2-E6-2EBD-SAS-504
6441,1002670-01,CP-2584-G2-E6-SAS-APL-TL-PERF-336
6442,1002670-02,CP-2584-G2-E6-SAS-APL-TL-PERF-84-336N
6443,1002671-01,CP-2584-G2-E6-SATA-APL-TL-PERF-336
6444,1002672-01,CP-2584-G2-E6-SAS-APL-TL-STD-336
6445,1002672-02,CP-2584-G2-E6-SAS-APL-TL-STD-84-336N
6446,1002673-01,CP-2584-G2-E6-SATA-APL-TL-STD-336
6447,1002674-01,CP-2584-G2-E6-SAS-APL-BR-VAL-336
6448,1002675-01,>CP-2584-G2-E6-SATA-APL-BR-VAL-336
6449,1002676-01,CP-2584-G2-E6-SAS-APL-TL-PERF-504
6450,1002678-01,CP-2584-G2-E6-SAS-APL-TL-STD-504
6451,1002680-01,CP-2584-G2-E6-SAS-APL-BR-VAL-504
6452,1002681-01,>CP-2584-G2-E6-SATA-APL-BR-VAL-420
6453,1002682-01,UD2-4T59-SAT6-TER-FRU
6454,1002682-02,UD2-4T59-SAT6-TER-FRU
6455,1002683-01,UD-5T59-SAT6-CRW-FRU
6456,1002684-01,UD-6T72-SAS-E-CES4-FRU
6457,1002686-01,CP-2584-E6-2EBD-SAS-504
6458,1002702-01,CP-2584-84PK-336TB-SAT6-TER
6459,1002703-01,CP-2584-84PK-420TB-SAT6-CRW
6460,1002706-01,SP-2584-G2-E6-EBD-2P2800-SATA-DD
6461,1002706-02,SP-2584-G2-E6-EBD-2P2800-DD
6462,1002712-01,XCSP CS-UD-3T72-SAS-MRK 1002711
6463,1002714-01,XCSP CS-UD-3T72-SAS-MRK RTV 1002713
6464,1002716-01,XCSP CS-UD-3T72-SAS-MRK 1002715
6465,1002718-01,XCSP CS-UD-3T72-SAS-MRK RTV 1002717
6466,1002720-01,XCSP CS-UD-3T72-SAS-MRK 1002719
6467,1002722-01,XCSP CS-UD-3T72-SAS-MRK 1002721
6468,1002724-01,XCSP CS-UD-3T72-SAS-MRK RTV 1002723
6469,1002777-01,XCSP CS-UD-2T72-SAS-MRK 1002776
6470,1002779-01,XCSP CS-UD-2T72-SAS-MRK RTV 1002778
6471,1002781-01,XCSP CS-UD-2T72-SAS-MRK 1002780
6472,1002783-01,XCSP CS-UD-2T72-SAS-MRK RTV 1002782
6473,1002785-01,XCSP CS-UD-2T72-SAS-MRK 1002784
6474,1002787-01,XCSP CS-UD-2T72-SAS-MRK 1002786
6475,1002789-01,XCSP CS-UD-2T72-SAS-MRK RTV 1002788
6476,1002810-01,HB-1235-E6-X-FRU-UTC
6477,1002811-01,HB-PCM01-580-AC-FRU-UTC
6478,1002812-01,HB-SBB2-E601-FRU-UTC
6479,1002814-01,XCSP CHASSIS 2U12 FRU UTC 1002813
6480,1002816-01,XCSP PCM 580W FRU UTC 1002815
6481,1002818-01,XCSP CONTROLLER EBOD FRU UTC 1002817
6482,1002820-01,XCSP SSDIC 200GB 1625 FRU PURE 1002819
6483,1002820-02,XCSP SSDIC 200GB 1625 FRU PURE 1002819
6484,1002839-01,>EVAL DDSU CARPO 2U24SFF - Clearsky
6485,1002840-01,EVAL DDSU CARPO 2U12LFF - TeraData
6486,1002855-01,XCSP CS-2584-FT1-FRU 1002854
6487,1002857-01,XCSP CS-2584-FT1-FRU 1002856
6488,1002859-01,XCSP CS-2584-FT1-FRU 1002858
6489,1002861-01,XCSP CS-2584-FT1-FRU 1002860
6490,1002863-01,XCSP CS-2584-FT1-FRU 1002862
6491,1002865-01,XCSP CS-2584-FT1-FRU 1002864
6492,1002867-01,XCSP CS-2584-FT1-FRU 1002866
6493,1002869-01,XCSP CS-2584-FT1-FRU 1002868
6494,1002891-01,Test Material
6495,1002893-01,Test Material 2
6496,1002896-01,XCSP CS-UD-1T72-SAS-CES3 1002895
6497,1002898-01,XCSP CS-UD-1T72-SAS-CES3 RTV 1002897
6498,1002900-01,XCSP CS-6000-AC-T-32-FRU 1002899
6499,1002902-01,XCSP CS-6000-AC-T-32-FRU 1002901
6500,1002904-01,XCSP CS-6000-AC-T-32-FRU 1002903
6501,1002906-01,XCSP CS-6000-AC-T-32-FRU 1002905
6502,1002908-01,XCSP CS-6000-AC-T-32-FRU 1002907
6503,1002910-01,XCSP CS-6000-AC-T-32-FRU 1002909
6504,1002930-01,XCSP CS-UD-4T72-SAS-CES3 1002929
6505,1002932-01,XCSP CS-UD-4T72-SAS-CES3 RTV 1002931
6506,1002934-01,XCSP CS-UD-4T72-SAS-CES3 1002933
6507,1002936-01,XCSP CS-UD-4T72-SAS-CES3 1002937
6508,1002938-01,XCSP CS-UD-4T72-SAS-CES3 RTV 1002937
6509,1002945-01,XCSP CS-UD-3T72-SAS-CES3 1002944
6510,1002947-01,XCSP CS-UD-3T72-SAS-CES3 RTV 1002946
6511,1002949-01,XCSP CS-UD-3T72-SAS-CES3 1002948
6512,1002951-01,XCSP CS-UD-3T72-SAS-CES3 1002950
6513,1002953-01,XCSP CS-UD-3T72-SAS-CES3 RTV 1002952
6514,1002965-01,Eval DDSU Carpo 2U24SFF - XtremeIO
6515,1002979-01,EVAL S32-XPS3224-12K-SP1E-D012-TIN
6516,1002979-02,S32-XPS3224-12K-SP1E-D012-TIN
6517,1002980-01,EVAL S32-XPS3224-12K-SP1E-D011-TIN
6518,1002980-02,S32-XPS3224-12K-SP1E-D011-TIN
6519,1002981-01,EVAL S32-XPS3224-12K-SP1E-D010-TIN
6520,1002981-02,S32-XPS3224-12K-SP1E-D010-TIN
6521,1002982-01,EVAL S32-XPS3212-12B-SP1E-D001-ACT
6522,1002982-02,S32-XPS3212-12K-SP1E-D021-ACT
6523,1002982-03,S32-XPS3212-12K-SP1E-D021-ACT
6524,1002982-04,S32-XPS3212-12K-SP1E-D021-ACT
6525,1002983-01,EVAL S32-XPS3212-12B-SP1E-D020-ACT
6526,1002983-02,S32-XPS3212-12K-SP1E-D020-ACT
6527,1002983-03,S32-XPS3212-12K-SP1E-D020-ACT
6528,1002983-04,S32-XPS3212-12K-SP1E-D020-ACT
6529,1002994-01,EVAL S32-XPS3212-12B-SP1E-D001
6530,1002995-01,EVAL S32-XPS3224-12B-SP1E-D002
6531,1002996-01,EVAL S32-XPS3224-12B-SP1E-D003
6532,1002997-01,EVAL S32-XPS3212-12B-SP1E-D004
6533,1003001-01,EVAL S32-XPS3224-12K-SP1E-D030-DG
6534,1003001-02,S32-XPS3224-12K-SP1E-D030-DG
6535,1003001-03,S32-XPS3224-12K-SP1E-D030-DG
6536,1003001-04,S32-XPS3224-12K-SP1E-D030-DG
6537,1003001-05,S32-XPS3224-12K-SP1E-D030-DG
6538,1003001-06,S32-XPS3224-12K-SP1E-D030-DG
6539,1003001-07,S32-XPS3224-12K-SP1E-D030-DG
6540,1003012-01,XCSP CS-UD-2T72-SAS-CES3 1003011
6541,1003014-01,XCSP CS-UD-2T72-SAS-CES3 RTV 1003013
6542,1003016-01,XCSP CS-UD-2T72-SAS-CES3 1003015
6543,1003018-01,XCSP CS-UD-2T72-SAS-CES3 1003017
6544,1003020-01,XCSP CS-UD-2T72-SAS-CES3 RTV 1003019
6545,1003050-01,HW-2T72-SAS-CES4-DD-FRU-IBM
6546,1003051-01,HW-4T72-SAS-CES4-DD-FRU-IBM
6547,1003052-01,HW-6T72-SAS-CES4-DD-FRU-IBM
6548,1003053-01,HW-2T72-SAS-CES4-DD-12PK-IBM
6549,1003054-01,HW-4T72-SAS-CES4-DD-12PK-IBM
6550,1003055-01,HW-6T72-SAS-CES4-DD-12PK-IBM
6551,1003069-01,XCSP Metis 3C FRU TSH 1003068
6552,1003086-01,RS-SD-7.0.5-FRU-DELL
6553,1003089-01,XCSP PCBA TITAN SP RH ASM 1003088
6554,1003091-01,XCSP PCBA TITAN SP RH ASM 1003090
6555,1003093-01,XCSP PCBA TITAN SP RH ASM 1003092
6556,1003095-01,XCSP PCBA TITAN SP LH ASM 1003094
6557,1003097-01,XCSP PCBA TITAN SP LH ASM 1003096
6558,1003099-01,XCSP PCBA TITAN SP LH ASM 1003098
6559,1003101-01,RS-CF-7.0.5-FRU-DELL
6560,1003116-01,XCSP CS-2584-S1-SXN-1600-FRU 1003115
6561,1003139-01,>EVAL SP-3224-E12-2EBD-2P580-ORC
6562,1003140-01,EVAL SP-3224-E12-X-FRU-ORC
6563,1003146-01,>EVAL SP-3424-E12-2EBD-2P580-ORC
6564,1003147-01,EVAL SP-3424-E12-X-FRU-ORC
6565,1003149-01,XCSP CS-X000-6GEC-FRU 1003148
6566,1003156-01,CS-CAB-QSFP-4SFP-AR-5M
6567,1003163-01,CS-HNW-6T72-SAS-E-CES4-DD-FRU
6568,1003163-02,CS-HNW-6T72-SAS-E-CES4-DD-FRU
6569,1003163-03,CS-HNW-6T72-SAS-E-CES4-DD-FRU
6570,1003169-01,XCSP CS-2584-S1-FRU 1003168
6571,1003203-01,>ES-1200G10-SAS-10K7-FRU-HMC
6572,1003204-01,EB-2425PC-E6-2EBD-2P580-10K7-19.2TB-HMC
6573,1003204-02,EB-2425PC-E6-2EBD-2P580-10K8-19.2TB-HMC
6574,1003205-01,EB-2425PC-E6-2EBD-2P580-10K7-28.8TB-HMC
6575,1003205-02,EB-2425PC-E6-2EBD-2P580-10K8-28.8TB-HMC
6576,1003212-01,ES-800GSS-S-SAT6-M500DC-FRU-PSI
6577,1003215-01,>EB-2425PC-E6-2EBD-2P580-17TB-M500-PSI
6578,1003216-01,>EB-2425PC-E6-2EBD-2P580-19TB-M500-PSI
6579,1003231-01,XCSP CS-6000-AC-T-32-FRU 1003230
6580,1003233-01,XCSP CS-6000-AC-T-32-FRU 1003232
6581,1003384-01,>CS-42U3-EMEA32
6582,1003385-01,>CS-42U3-US30
6583,1003386-01,>CS-42U3-US50
6584,1003387-01,EVAL-CS-42U3-US60
6585,1003387-02,>Eval CS-42U3-US60
6586,1003409-01,CS-SRV-1U-INSTALLER-DDIC-1TB-FRU
6587,1003412-01,CS-SRV-1U-INSTALLER-460WPSU-FRU
6588,1003420-01,>CS-CNGW-JFF-2680-S40GBE-D-NODE-FRU
6589,1003436-01,Test workflow table costing views
6590,1003438-01,XCSP CS-2584-FT1-FRU 1003437
6591,1003440-01,XCSP CS-2584-FT1-FRU 1003439
6592,1003485-01,XCSP CONTROLLER TL TSH C1 FRU 1003484
6593,1003487-01,XCSP CONTROLLER TL TSH C2 FRU 1003486
6594,1003489-01,XCSP CONTROLLER TL TSH C3 FRU 1003488
6595,1003491-01,XCSP CONTROLLER TL TSH C4 FRU 1003490
6596,1003493-01,XCSP CONTROLLER TL TSH C5 FRU 1003492
6597,1003565-01,CSP-HS-1235T-E5645-48-1003564-01-IBM
6598,1003567-01,XCSP SSDIC 480GB 843TN FRU PURE 1003566
6599,1003567-02,XCSP SSDIC 480GB 843TN FRU PURE 1003566
6600,1003567-03,XCSP SSDIC 480GB 843TN FRU PURE 1003566
6601,1003586-01,XCSP HB-PCM01-580-AC 1003585
6602,1003588-01,XCSP HB-PCM01-580-AC 1003587
6603,1003589-01,CP-SRV-2U25-JFF-DDIC-160G-FRU
6604,1003597-01,XCSP CS-2584-PSU1-FRU 1003596
6605,1003599-01,XCSP CS-2584-PSU1-FRU 1003598
6606,1003601-01,XCSP CS-2584-PSU1-FRU 1003600
6607,1003603-01,XCSP CS-2584-PSU1-FRU 1003602
6608,1003605-01,XCSP CS-2584-PSU1-FRU 1003604
6609,1003607-01,XCSP CS-2584-PSU1-FRU 1003606
6610,1003701-01,XCSP CS-2435-S1-FRU 1003700
6611,1003703-01,XCSP CS-2425-S1-FRU 1003702
6612,1003810-01,XCSP HDDIC 4TB VERDI FRU RVD 1003809
6613,1003836-01,Eval SP-3212-2BRG5-2P580-48TB
6614,1003837-01,Eval SP-3212-2BRG3-2P580-48TB
6615,1003838-01,Eval SP-3212-2BRG4-2P580-48TB
6616,1003839-01,Eval SP-3212-BR6-2P580-AVD
6617,1003840-01,Eval SP-3212-2BR6-2P580-AVD
6618,1004176-01,BD-80GSS-SAT6-S35-FRU-RVD
6619,1004178-01,XCSP HB-PCM02-764-AC 1004177
6620,1004180-01,XCSP HB-PCM02-764-AC 1004179
6621,1004182-01,XCSP HB-PCM02-764-AC 1004181
6622,1004189-01,XCSP CS-HNW-2T72-SAS6-MRK-DD 1004188
6623,1004191-01,XCSP CS-HNW-2T72-SAS6-MRK-DD RTV 1004190
6624,1004193-01,XCSP CS-HNW-3T72-SAS6-MRK-DD 1004192
6625,1004195-01,XCSP CS-HNW-3T72-SAS6-MRK-DD RTV 1004194
6626,1004197-01,XCSP CS-HNW-4T72-SAS6-RE-DD 1004196
6627,1004199-01,XCSP CS-HNW-4T72-SAS6-RE-DD RTV 1004198
6628,1004201-01,XCSP CS-HNW-300G15-SAS-15K3 1004200
6629,1004203-01,XCSP CS-HNW-300G15-SAS-15K3 RTV 1004202
6630,1004223-01,XCSP CS-ES-100GSS-GIBH 1004222
6631,1004225-01,XCSP CS-ES-100GSS-GIBH RTV 1004224
6632,1004230-01,XCSP CS-HNW-6T72-SAS-E-CES4-DD 1004229
6633,1004230-02,XCSP CS-HNW-6T72-SAS-E-CES4-DD 1004229
6634,1004232-01,XCSP CS-HNW-6T72-SASECES4-DD RTV 1004231
6635,1004232-02,XCSP CS-HNW-6T72-SASECES4-DD RTV 1004231
6636,1004250-01,HNW-400GSS-SAS12-PUL3-TL-FRU-MS
6637,1004250-02,HNW-400GSS-SAS12-PUL3-TL-FRU-MS
6638,1004250-03,HNW-400GSS-SAS12-PUL3-TL-FRU-MS
6639,1004251-01,HNW-800GSS-SAS12-PUL3-TL-FRU-MS
6640,1004251-02,HNW-800GSS-SAS12-PUL3-TL-FRU-MS
6641,1004251-03,HNW-800GSS-SAS12-PUL3-TL-FRU-MS
6642,1004340-01,CS-SRV-1U-INSTALLER-SDA-FRU
6643,1004367-01,XCSP SSI EBOD Controller 1004366
6644,1004444-01,>CS-CNGW-JFF-2680-Q40GBE-Q40GBE-D-FRU
6645,1004467-01,CS-2435-SSU-1KAC-120TB (CES4)
6646,1004469-01,CS-2435-ESU-120TB (CES4)
6647,1004469-02,CS-2435-ESU-120TB (CES4)
6648,1004472-01,XCSP SSDIC 480GB 843TN FRU PURE 1004471
6649,1004472-02,XCSP SSDIC 480GB 843TN FRU PURE 1004471
6650,1004475-01,XCSP Dell Titan Fan Tray&PPID 1004474
6651,1004475-02,XCSP Dell Titan Fan Tray&PPID 1004474
6652,1004477-01,XCSP Dell Titan Fan Tray&PPID 1004476
6653,1004477-02,XCSP Dell Titan Fan Tray&PPID 1004476
6654,1004479-01,XCSP Dell Titan Fan Tray&PPID 1004478
6655,1004479-02,XCSP Dell Titan Fan Tray&PPID 1004478
6656,1004510-01,XCSP DELL TITAN PSU & PPID 1004509
6657,1004510-02,XCSP DELL TITAN PSU & PPID 1004509
6658,1004512-01,XCSP DELL TITAN PSU & PPID 1004511
6659,1004512-02,XCSP DELL TITAN PSU & PPID 1004511
6660,1004514-01,XCSP DELL TITAN PSU & PPID 1004513
6661,1004514-02,XCSP DELL TITAN PSU & PPID 1004513
6662,1004516-01,CS-2584-G2-6000ACT
6663,1004516-02,>CS-2584-G2-6000ACT
6664,1004517-01,CS-2584-G2-6000ACT-82TB  (CES3)
6665,1004517-02,>CS-2584-G2-6000ACT-82TB  (CES3)
6666,1004518-01,CS-2584-G2-6000ACT-164TB (CES3)
6667,1004518-02,>CS-2584-G2-6000ACT-164TB (CES3)
